trip_id,start_time,end_time,headway_secs,exact_times
JAK.93-R04,05:00:00,22:00:00,360,0
JAK.93-R06,05:00:00,22:00:00,1200,0
JAK.95-L02,05:00:00,22:00:00,360,0
JAK.95-L03,05:00:00,22:00:00,360,0
JAK.95-R01,05:00:00,22:00:00,360,0
JAK.95-R03,05:00:00,22:00:00,1200,0
JAK.98-R03,05:00:00,22:00:00,360,0
JAK.98-R04,05:00:00,22:00:00,360,0
JAK.99-L01,05:00:00,22:00:00,360,0
JAK.99-R01,05:00:00,22:00:00,1200,0
JAK.99-R02,05:00:00,22:00:00,360,0
L13E-L07,05:00:00,22:00:00,700,0
L13E-L08,05:00:00,22:00:00,700,0
L13E-L09,05:00:00,22:00:00,360,0
L13E-R03,05:00:00,22:00:00,225,0
L13E-R11,05:00:00,22:00:00,277,0
P11-R01,05:00:00,22:00:00,1200,0
P11-R02,05:00:00,22:00:00,1200,0
P11-R09,05:00:00,22:00:00,1200,0
S11-L05,05:00:00,22:00:00,1000,0
S11-R05,05:00:00,22:00:00,3600,0
S11-R07,05:00:00,06:00:00,3600,0
S12-R05,06:20:00,06:55:00,900,0
S12-R05,17:00:00,17:30:00,900,0
S12-R05,17:30:00,19:10:00,6000,0
S12-R05,19:10:00,19:50:00,900,0
S12-R06,05:30:00,06:00:00,900,0
S12-R06,06:00:00,07:10:00,4200,0
S12-R06,07:10:00,07:50:00,900,0
S12-R06,18:05:00,18:40:00,900,0
S14-R01,06:00:00,06:30:00,1800,0
S14-R01,08:15:00,09:00:00,2700,0
S14-R01,19:05:00,19:35:00,1800,0
S14-R02,07:25:00,07:55:00,1800,0
S14-R02,17:30:00,18:00:00,1800,0
S14-R02,20:00:00,20:30:00,1800,0
S21-L05,05:00:00,22:00:00,1200,0
S21-R05,05:00:00,22:00:00,514,0
S21-R06,05:00:00,06:00:00,600,0
S22-L03,05:00:00,22:00:00,1200,0
S22-L04,05:00:00,22:00:00,1200,0
S22-R05,05:00:00,22:00:00,3600,0
S22-R06,05:00:00,22:00:00,1200,0
S22-T01,05:00:00,22:00:00,3600,0
S31-R01,06:50:00,07:10:00,900,0
S31-R01,17:05:00,17:20:00,900,0
S31-R01,17:20:00,18:45:00,5100,0
S31-R01,18:45:00,19:05:00,900,0
S31-R02,06:00:00,06:15:00,900,0
S61-L01,05:00:00,22:00:00,900,0
S61-L02,05:00:00,22:00:00,360,0
S61-R01,05:00:00,22:00:00,1200,0
S61-R02,05:00:00,22:00:00,1200,0
SH1-L02,05:00:00,22:00:00,1200,0
SH1-R04,05:00:00,22:00:00,1200,0
SH2-L01,05:00:00,22:00:00,1200,0
SH2-R01,05:00:00,22:00:00,1200,0
SH2-R02,05:00:00,22:00:00,1200,0
T11-L11,05:00:00,22:00:00,900,0
T11-L12,05:00:00,09:00:00,1300,0
T11-L13,05:00:00,22:00:00,900,0
T11-P05,05:00:00,22:00:00,2800,0
T11-R10,05:00:00,22:00:00,3600,0
T11-R11,05:00:00,06:00:00,3300,0
T12-L03,05:00:00,22:00:00,900,0
T12-R04,05:00:00,22:00:00,2057,0
T12-R05,05:00:00,22:00:00,1100,0
T31-L01,05:00:00,22:00:00,1200,0
T31-R03,05:00:00,22:00:00,1200,0
T31-R04,05:00:00,22:00:00,1200,0
1K-R01,05:45:00,06:15:00,600,0
1K-R01,06:15:00,06:50:00,300,0
1K-R01,06:50:00,07:40:00,600,0
1K-R01,07:40:00,08:05:00,1500,0
1K-R01,08:05:00,08:15:00,600,0
1K-R01,08:15:00,08:20:00,300,0
1K-R01,08:20:00,09:20:00,600,0
1K-R02,16:15:00,17:00:00,900,0
1K-R02,17:00:00,18:00:00,600,0
1K-R02,18:00:00,18:15:00,900,0
1K-R02,18:15:00,18:20:00,300,0
1K-R02,18:20:00,18:30:00,600,0
1K-R02,18:30:00,19:45:00,900,0
1K-R02,19:45:00,20:15:00,600,0
1T-R03,05:40:00,06:10:00,600,0
1T-R03,06:10:00,07:00:00,300,0
1T-R03,07:00:00,07:35:00,2100,0
1T-R03,07:35:00,08:05:00,600,0
1T-R03,08:05:00,08:10:00,300,0
1T-R03,08:10:00,09:10:00,600,0
1T-R04,16:15:00,17:45:00,600,0
1T-R04,17:45:00,19:30:00,900,0
1T-R04,19:30:00,20:20:00,600,0
6P-R01,06:00:00,07:00:00,1800,0
6P-R01,07:00:00,08:20:00,2400,0
6P-R01,08:20:00,09:00:00,1800,0
6P-R02,16:40:00,17:20:00,1200,0
6P-R02,17:20:00,19:40:00,8400,0
6P-R02,19:40:00,20:30:00,1200,0
B13-R01,06:00:00,07:00:00,900,0
B13-R01,07:00:00,07:50:00,3000,0
B13-R01,07:50:00,08:20:00,1800,0
B13-R01,08:20:00,09:15:00,900,0
B13-R02,16:00:00,17:00:00,900,0
B13-R02,17:00:00,18:55:00,6900,0
B13-R02,18:55:00,20:05:00,900,0
B14-R01,06:00:00,07:00:00,900,0
B14-R01,07:00:00,08:05:00,3900,0
B14-R01,08:05:00,09:15:00,900,0
B14-R02,16:00:00,17:00:00,1200,0
B14-R02,17:00:00,17:15:00,900,0
B14-R02,17:15:00,18:40:00,5100,0
B14-R02,18:40:00,20:10:00,1200,0
D31-R02,16:25:00,16:45:00,1200,0
D31-R02,16:45:00,18:35:00,1500,0
D31-R03,05:55:00,07:10:00,900,0
D31-R03,07:10:00,08:25:00,4500,0
D31-R03,08:25:00,08:50:00,1500,0
D31-R03,08:50:00,09:10:00,600,0
D32-R01,06:15:00,07:00:00,2100,0
D32-R02,17:15:00,18:10:00,2700,0
JAK.108-R01,05:00:00,22:00:00,360,0
JAK.22-L03,05:00:00,22:00:00,360,0
JAK.45-R01,05:00:00,22:00:00,360,0
JAK.74-R01,05:00:00,22:00:00,360,0
JAK.74-R02,05:00:00,22:00:00,360,0
JAK.79-R02,05:00:00,22:00:00,360,0
JAK.52-R13,22:00:00,23:59:59,1200,0
JAK.52-R10,22:00:00,23:59:59,1200,0
S31-R02,06:15:00,07:40:00,5100,0
S31-R02,07:40:00,08:00:00,900,0
S31-R02,17:55:00,18:55:00,900,0
JAK.07-L02,05:00:00,22:00:00,360,0
JAK.08-R03,05:00:00,22:00:00,360,0
JAK.09-R03,05:00:00,22:00:00,360,0
JAK.105-L02,05:00:00,22:00:00,360,0
JAK.118-L03,05:00:00,22:00:00,360,0
JAK.25-L03,05:00:00,22:00:00,360,0
JAK.28-L02,05:00:00,22:00:00,360,0
JAK.32-L02,05:00:00,22:00:00,360,0
JAK.36-L03,05:00:00,22:00:00,360,0
JAK.58-L04,05:00:00,22:00:00,360,0
JAK.73-L03,05:00:00,22:00:00,360,0
JAK.86-L03,05:00:00,22:00:00,360,0
JAK.98-L02,05:00:00,22:00:00,360,0
11B-L02,05:00:00,22:00:00,1200,0
4-R30,00:00:00,23:59:59,1200,0
8-L09,00:00:00,23:59:59,1200,0
S22-P01,05:00:00,22:00:00,1200,0
9H-R06,05:00:00,22:00:00,1200,0
1F-L02,05:00:00,22:00:00,1200,0
1B-L03,05:00:00,22:00:00,1200,0
1A-L12,05:00:00,22:00:00,1200,0
3H-R08,05:00:00,22:00:00,1200,0
JJF1-R01,05:00:00,22:00:00,1200,0
JJF2-R01,05:00:00,22:00:00,1200,0
JJF3-R01,05:00:00,22:00:00,1200,0
JJF4-R01,05:00:00,22:00:00,1200,0
JJF5-R01,05:00:00,22:00:00,1200,0
JJF6-R01,05:00:00,22:00:00,1200,0
JJF7-R01,05:00:00,22:00:00,1200,0
JJF1-R02,05:00:00,22:00:00,1200,0
JJF2-R02,05:00:00,22:00:00,1200,0
JJF3-R02,05:00:00,22:00:00,1200,0
JJF4-R02,05:00:00,22:00:00,1200,0
JJF5-R02,05:00:00,22:00:00,1200,0
JJF6-R02,05:00:00,22:00:00,1200,0
JJF7-R02,05:00:00,22:00:00,1200,0
3H-R09,05:00:00,22:00:00,1200,0
1-R09,05:00:00,10:00:00,1200,0
1-R10,05:00:00,10:00:00,1200,0
